name,popularity,followers,pagerank,closeness_cent,clustering,deg_cent,degree,num_collaborators,sum_collaborators_popularity,sum_collaborators_in_playlist,in_playlist
Uneak,14,298,9.583064373632452e-06,0.1762064268867867,0.0,2.763957987838585e-05,1,0,0,0,0
Audio Jacked,12,4333,9.583064373632452e-06,0.1762064268867867,0.0,2.763957987838585e-05,1,0,0,0,0
NDRZ,0,2,1.493009545438343e-05,0.1774026699350719,1.0,5.52791597567717e-05,2,0,0,0,0
Jef Miles,29,2549,1.1578425906968916e-05,0.2044444047839608,0.0,2.763957987838585e-05,1,0,0,0,0
Allen,12,202,1.3383644383991548e-05,0.1701902495089715,0.0,2.763957987838585e-05,1,0,0,0,0
S.B,0,0,1.3383644383991548e-05,0.1701902495089715,0.0,2.763957987838585e-05,1,0,0,0,0
Savage Prince,0,18,1.3383644383991548e-05,0.1701902495089715,0.0,2.763957987838585e-05,1,0,0,0,0
Kaylie Ixteen,0,4,1.3383644383991548e-05,0.1701902495089715,0.0,2.763957987838585e-05,1,0,0,0,0
Villainbehindxx,2,22,1.3383644383991548e-05,0.1701902495089715,0.0,2.763957987838585e-05,1,0,0,0,0
Guy Onke,20,2022,1.3383644383991548e-05,0.1701902495089715,0.0,2.763957987838585e-05,1,0,0,0,0
Katzbru,2,170,1.3383644383991548e-05,0.1701902495089715,0.0,2.763957987838585e-05,1,0,0,0,0
Chukason Don,1,10167,1.3383644383991548e-05,0.1701902495089715,0.0,2.763957987838585e-05,1,0,0,0,0
TRYX,3,62,1.1875605589085823e-05,0.1705694418386835,0.0,2.763957987838585e-05,1,0,0,0,0
Skysa,1,8,1.1875605589085823e-05,0.1705694418386835,0.0,2.763957987838585e-05,1,0,0,0,0
DVRKIN,0,45,1.1875605589085823e-05,0.1705694418386835,0.0,2.763957987838585e-05,1,0,0,0,0
Niffer,27,379,2.169926455113088e-05,0.2066756830844281,0.3333333333333333,8.291873963515754e-05,3,0,0,0,0
J2,8,241,1.0175893838436652e-05,0.1729380168492604,0.0,2.763957987838585e-05,1,0,0,0,0
R3PRO,22,226,1.0175893838436652e-05,0.1729380168492604,0.0,2.763957987838585e-05,1,0,0,0,0
MACHADO,5,481,1.0175893838436652e-05,0.1729380168492604,0.0,2.763957987838585e-05,1,0,0,0,0
MeviX,1,22,1.0175893838436652e-05,0.1729380168492604,0.0,2.763957987838585e-05,1,0,0,0,0
HIGHER RECORDINGS,22,62,1.1892775606422124e-05,0.1706213176965661,0.0,2.763957987838585e-05,1,0,0,0,0
ALLIS3N,0,3,1.1892775606422124e-05,0.1706213176965661,0.0,2.763957987838585e-05,1,0,0,0,0
KILLERSAGA,7,112,1.1892775606422124e-05,0.1706213176965661,0.0,2.763957987838585e-05,1,0,0,0,0
DVRKNOISE,18,43,1.1183462736928473e-05,0.2044711832671355,0.0,2.763957987838585e-05,1,0,0,0,0
LGHTR,23,1146,2.403572851641117e-05,0.2052426094431664,0.3333333333333333,8.291873963515754e-05,3,0,0,0,0
Atherys,6,746,1.7537203506482114e-05,0.2047720493909467,0.0,5.52791597567717e-05,2,0,0,0,0
Ramuto,22,911,1.1183462736928473e-05,0.2044711832671355,0.0,2.763957987838585e-05,1,0,0,0,0
Newgeat,7,41,1.1183462736928473e-05,0.2044711832671355,0.0,2.763957987838585e-05,1,0,0,0,0
Anyelo,0,47,1.7028046243189084e-05,0.2055528122157357,0.0,5.52791597567717e-05,2,0,0,0,0
RIDDLIX,0,1,1.1183462736928473e-05,0.2044711832671355,0.0,2.763957987838585e-05,1,0,0,0,0
Bareon,1,155,1.0840825945597363e-05,0.2045422384477213,0.0,2.763957987838585e-05,1,0,0,0,0
27Volts,0,14,1.0840825945597363e-05,0.2045422384477213,0.0,2.763957987838585e-05,1,0,0,0,0
Bakovic,12,68,2.2503351002046257e-05,0.2062364376035889,0.0,8.291873963515754e-05,3,0,0,0,0
CH33TAH,19,256,1.0840825945597363e-05,0.2045422384477213,0.0,2.763957987838585e-05,1,0,0,0,0
AftersoulZ,0,120,1.0501024644222726e-05,0.2047486947813297,0.0,2.763957987838585e-05,1,0,0,0,0
l4RZ,0,116,1.0501024644222726e-05,0.2047486947813297,0.0,2.763957987838585e-05,1,0,0,0,0
LGNR,0,6,1.847578415891351e-05,0.2049742893492984,0.0,5.52791597567717e-05,2,0,0,0,0
RaveDoctors,1,20,1.1736097951703685e-05,0.1709657938581934,0.0,2.763957987838585e-05,1,0,0,0,0
YrJaX,2,196,1.1736097951703685e-05,0.1709657938581934,0.0,2.763957987838585e-05,1,0,0,0,0
Jofirez,4,89,1.1736097951703685e-05,0.1709657938581934,0.0,2.763957987838585e-05,1,0,0,0,0
Skarleth,25,1028,1.7748829938510572e-05,0.1768443245455536,0.0,5.52791597567717e-05,2,0,0,0,0
Axiver,15,721,3.418791062680412e-05,0.178362384529432,0.1,0.0001381978993919,5,0,0,0,0
Joseph&Baltazar,10,85,1.1736097951703685e-05,0.1709657938581934,0.0,2.763957987838585e-05,1,0,0,0,0
EBRUXX,17,516,1.1736097951703685e-05,0.1709657938581934,0.0,2.763957987838585e-05,1,0,0,0,0
MYDAZZ,4,372,1.865421309778468e-05,0.1726868239160781,0.0,5.52791597567717e-05,2,0,0,0,0
Michael Austin,0,13,1.1736097951703685e-05,0.1709657938581934,0.0,2.763957987838585e-05,1,0,0,0,0
R&P-X,4,65,1.161940584915328e-05,0.170445553869477,0.0,2.763957987838585e-05,1,0,0,0,0
Ardhat,10,583,1.161940584915328e-05,0.170445553869477,0.0,2.763957987838585e-05,1,0,0,0,0
TKTA,5,303,1.161940584915328e-05,0.170445553869477,0.0,2.763957987838585e-05,1,0,0,0,0
ØM,0,11,1.161940584915328e-05,0.170445553869477,0.0,2.763957987838585e-05,1,0,0,0,0
WILDTONZ,0,360,1.161940584915328e-05,0.170445553869477,0.0,2.763957987838585e-05,1,0,0,0,0
YOLO KULT,28,481,1.4245279010384277e-05,0.1538503870120331,1.0,5.52791597567717e-05,2,0,0,0,0
Badscandal,50,6244,1.4852820835689524e-05,0.2084067678279044,0.0,5.52791597567717e-05,2,0,0,0,0
Ideo & Fax,20,1300,1.1116827626489988e-05,0.1514549926102622,0.0,2.763957987838585e-05,1,0,0,0,0
MrRevillz,40,12543,1.1116827626489988e-05,0.1514549926102622,0.0,2.763957987838585e-05,1,0,0,0,0
U333,31,103,1.0705419360907792e-05,0.1746159243661083,0.0,2.763957987838585e-05,1,0,0,0,0
Anna Yvette,46,28575,1.0705419360907792e-05,0.1746159243661083,0.0,2.763957987838585e-05,1,0,0,0,0
Nethy Aber,37,650,3.643359957152616e-05,0.1831639307847978,0.0,0.0001381978993919,5,22,596,0,0
TheDoDo,47,27845,1.707494880162931e-05,0.2071323366552587,0.0,5.52791597567717e-05,2,0,0,0,0
Pbb Yea,54,11219,1.766932749201571e-05,0.1776941589452494,0.0,5.52791597567717e-05,2,0,0,0,0
Pillows,31,2236,2.3254504814755103e-05,0.1789366144285425,0.0,8.291873963515754e-05,3,0,0,0,0
Tim Hughes,38,1990,2.4520376670317447e-05,0.1777425402996945,0.3333333333333333,8.291873963515754e-05,3,0,0,0,0
Future Friends,27,3187,1.0705419360907792e-05,0.1746159243661083,0.0,2.763957987838585e-05,1,0,0,0,0
Niko,10,224,1.0705419360907792e-05,0.1746159243661083,0.0,2.763957987838585e-05,1,0,0,0,0
Jay Mason,55,2978,3.6857711078744914e-05,0.2123133703198444,0.0,0.0001381978993919,5,0,0,0,0
NICALI,30,885,1.0705419360907792e-05,0.1746159243661083,0.0,2.763957987838585e-05,1,0,0,0,0
Lovespeake,45,6676,1.80301922071458e-05,0.1807790462119692,0.0,5.52791597567717e-05,2,0,0,0,0
Jøøn,6,21,1.0705419360907792e-05,0.1746159243661083,0.0,2.763957987838585e-05,1,0,0,0,0
GSPR,32,3877,1.0705419360907792e-05,0.1746159243661083,0.0,2.763957987838585e-05,1,0,0,0,0
NEVALEFT,27,592,1.0705419360907792e-05,0.1746159243661083,0.0,2.763957987838585e-05,1,0,0,0,0
blaank,36,376,1.0340085704295903e-05,0.1528515626704323,0.0,2.763957987838585e-05,1,0,0,0,0
Bianca Tilici,32,850,1.7678005525219516e-05,0.1675206172200645,0.0,5.52791597567717e-05,2,0,0,0,0
GHALIA,41,431,3.311195930531829e-05,0.1770440156220868,0.1,0.0001381978993919,5,0,0,0,0
Tom Bailey,51,4045,1.810575486570101e-05,0.1767424727445246,0.0,5.52791597567717e-05,2,0,0,0,0
henrikz,28,2313,1.0501930354243452e-05,0.1549652833830794,0.0,2.763957987838585e-05,1,0,0,0,0
liquidfive,45,16528,2.1848273484118e-05,0.1660586005113368,0.0,8.291873963515754e-05,3,0,0,0,0
Alltag,34,1150,1.0501930354243452e-05,0.1549652833830794,0.0,2.763957987838585e-05,1,0,0,0,0
vvolv,21,3592,1.0501930354243452e-05,0.1549652833830794,0.0,2.763957987838585e-05,1,0,0,0,0
Firevibe,25,573,1.5396106625130637e-05,0.1781305416577407,0.0,5.52791597567717e-05,2,0,0,0,0
Shoby,58,13106,3.0315868345792295e-05,0.1802092290032985,0.0,0.0001105583195135,4,0,0,0,0
Markis,30,1603,1.60296419333335e-05,0.1817969111999068,0.0,5.52791597567717e-05,2,0,0,0,0
tomrees.,23,304,1.6864797494073945e-05,0.175787154801269,0.0,5.52791597567717e-05,2,0,0,0,0
Kaydell,20,189,1.6315812024131244e-05,0.1760845804083235,1.0,5.52791597567717e-05,2,0,0,0,0
Elliot Kings,23,1717,1.6612683007568037e-05,0.1757837122805879,0.0,5.52791597567717e-05,2,0,0,0,0
Rylan Hair,22,640,1.0501930354243452e-05,0.1549652833830794,0.0,2.763957987838585e-05,1,0,0,0,0
Bapti,32,2967,1.0501930354243452e-05,0.1549652833830794,0.0,2.763957987838585e-05,1,0,0,0,0
Paratone,52,24667,1.0501930354243452e-05,0.1549652833830794,0.0,2.763957987838585e-05,1,0,0,0,0
Rift Child,13,461,1.0501930354243452e-05,0.1549652833830794,0.0,2.763957987838585e-05,1,0,0,0,0
Kid On The Block,54,3748,1.0501930354243452e-05,0.1549652833830794,0.0,2.763957987838585e-05,1,0,0,0,0
Sölus-Sun,31,3554,1.070992031129774e-05,0.1516718824296513,0.0,2.763957987838585e-05,1,0,0,0,0
GenX,37,3011,1.0897873880271956e-05,0.2053975937081845,0.0,2.763957987838585e-05,1,0,0,0,0
Allstark,31,918,1.0897873880271956e-05,0.2053975937081845,0.0,2.763957987838585e-05,1,0,0,0,0
Cramoki,33,1714,1.0897873880271956e-05,0.2053975937081845,0.0,2.763957987838585e-05,1,0,0,0,0
Kian Sales,26,102,1.6910605867078843e-05,0.2071717772298982,0.0,5.52791597567717e-05,2,0,0,0,0
GUI2IN,28,21785,2.339211425046436e-05,0.2099593956280105,0.0,8.291873963515754e-05,3,0,0,0,0
BUTTER,24,2704,1.0897873880271956e-05,0.2053975937081845,0.0,2.763957987838585e-05,1,0,0,0,0
Higher Lane,40,612,1.0897873880271956e-05,0.2053975937081845,0.0,2.763957987838585e-05,1,0,0,0,0
Vescu,25,4803,1.0897873880271956e-05,0.2053975937081845,0.0,2.763957987838585e-05,1,0,0,0,0
Tsebster,33,1610,1.0897873880271956e-05,0.2053975937081845,0.0,2.763957987838585e-05,1,0,0,0,0
Enrey,38,5173,1.0897873880271956e-05,0.2053975937081845,0.0,2.763957987838585e-05,1,0,0,0,0
MOONLGHT,60,54515,1.0897873880271956e-05,0.2053975937081845,0.0,2.763957987838585e-05,1,0,0,0,0
nowifi,50,6102,3.760807346015835e-05,0.2092716421274193,0.0,0.0001381978993919,5,0,0,0,0
2Dutch,0,88,1.93321716969893e-05,0.2056446425622681,0.0,5.52791597567717e-05,2,0,0,0,0
Oak,30,492,9.899315881567176e-06,0.1756701846905326,0.0,2.763957987838585e-05,1,0,0,0,0
ALAN SHIRAHAMA,28,4345,9.899315881567176e-06,0.1756701846905326,0.0,2.763957987838585e-05,1,0,0,0,0
Raven & Kreyn,42,33079,9.899315881567176e-06,0.1756701846905326,0.0,2.763957987838585e-05,1,0,0,0,0
Pure Cold,20,117,9.899315881567176e-06,0.1756701846905326,0.0,2.763957987838585e-05,1,0,0,0,0
Steff da Campo,51,28288,2.937530247509184e-05,0.1799851937888333,0.0,0.0001105583195135,4,0,0,0,0
Manse,41,31816,4.237778428341425e-05,0.2103062021857326,0.1428571428571428,0.0001934770591487,7,0,0,0,0
Max Bering,21,1917,9.899315881567176e-06,0.1756701846905326,0.0,2.763957987838585e-05,1,0,0,0,0
Siks,43,10107,9.899315881567176e-06,0.1756701846905326,0.0,2.763957987838585e-05,1,0,0,0,0
Yasmin Jane,39,1632,1.5474633828036214e-05,0.1855895543732578,0.0,5.52791597567717e-05,2,0,0,0,0
Novel Core,47,58775,9.899315881567176e-06,0.1756701846905326,0.0,2.763957987838585e-05,1,0,0,0,0
DirtySkeys,28,1528,1.097093084656417e-05,0.1539189792392439,0.0,2.763957987838585e-05,1,0,0,0,0
Viva La Panda,56,12166,2.8764165673368864e-05,0.1811045803501546,0.0,0.0001105583195135,4,0,0,0,0
OMZ,29,689,1.097093084656417e-05,0.1539189792392439,0.0,2.763957987838585e-05,1,0,0,0,0
Peter Guzman,17,1527,1.2718771744472102e-05,0.152517825634034,0.0,2.763957987838585e-05,1,0,0,0,0
REDÜKT,35,2244,1.2718771744472102e-05,0.152517825634034,0.0,2.763957987838585e-05,1,0,0,0,0
ANNA VEE,20,1085,1.2718771744472102e-05,0.152517825634034,0.0,2.763957987838585e-05,1,0,0,0,0
Charming Horses,51,57698,2.5676439504153577e-05,0.2091241561428109,0.0,8.291873963515754e-05,3,0,0,0,0
AKA AKA,44,84873,1.2718771744472102e-05,0.152517825634034,0.0,2.763957987838585e-05,1,0,0,0,0
WhyNot Music,31,2426,1.2718771744472102e-05,0.152517825634034,0.0,2.763957987838585e-05,1,0,0,0,0
WADD,31,1365,1.2718771744472102e-05,0.152517825634034,0.0,2.763957987838585e-05,1,0,0,0,0
Abel Di Catarina,2,185,1.2718771744472102e-05,0.152517825634034,0.0,2.763957987838585e-05,1,0,0,0,0
Arcuri,15,1222,1.2718771744472102e-05,0.152517825634034,0.0,2.763957987838585e-05,1,0,0,0,0
Ramori,32,310,1.2718771744472102e-05,0.152517825634034,0.0,2.763957987838585e-05,1,0,0,0,0
MAY SEVEN,1,890,1.2718771744472102e-05,0.152517825634034,0.0,2.763957987838585e-05,1,0,0,0,0
Bruno Rodriguez,0,465,1.2718771744472102e-05,0.152517825634034,0.0,2.763957987838585e-05,1,0,0,0,0
Diego Fragoso,7,758,1.2718771744472102e-05,0.152517825634034,0.0,2.763957987838585e-05,1,0,0,0,0
HomeSick,0,4,1.2718771744472102e-05,0.152517825634034,0.0,2.763957987838585e-05,1,0,0,0,0
Walter Mourão,15,178,1.2718771744472102e-05,0.152517825634034,0.0,2.763957987838585e-05,1,0,0,0,0
Two Sides,12,256,1.0695268184754366e-05,0.1538484092972679,0.0,2.763957987838585e-05,1,0,0,0,0
TAKEOFFANDFLY,22,567,1.0695268184754366e-05,0.1538484092972679,0.0,2.763957987838585e-05,1,0,0,0,0
J.None,40,1230,1.0695268184754366e-05,0.1538484092972679,0.0,2.763957987838585e-05,1,0,0,0,0
Brendan Mills,62,6837,3.6294677877261134e-05,0.2095219904306575,0.0,0.0001381978993919,5,0,0,0,0
Matt Elle,8,133,1.0695268184754366e-05,0.1538484092972679,0.0,2.763957987838585e-05,1,0,0,0,0
Shiftbach,24,2676,1.0695268184754366e-05,0.1538484092972679,0.0,2.763957987838585e-05,1,0,0,0,0
REA,27,331,1.0695268184754366e-05,0.1538484092972679,0.0,2.763957987838585e-05,1,0,0,0,0
Turtleneck (UK),21,1909,1.0695268184754366e-05,0.1538484092972679,0.0,2.763957987838585e-05,1,0,0,0,0
Braaten,59,16600,3.6797216256443614e-05,0.2094230007766876,0.0,0.0001381978993919,5,0,0,0,0
Cymo,23,1254,1.6254874779425835e-05,0.1787504299832683,0.0,5.52791597567717e-05,2,0,0,0,0
JUSTN X,25,448,1.8470889222324857e-05,0.2059690590188114,0.0,5.52791597567717e-05,2,0,0,0,0
Rasmus Hagen,42,22559,1.0695268184754366e-05,0.1538484092972679,0.0,2.763957987838585e-05,1,0,0,0,0
Matvey Emerson,50,10576,3.481852856332916e-05,0.1830042884281414,0.0,0.0001381978993919,5,0,0,0,0
Marcus Mollyhus,39,551,1.7461036321277486e-05,0.2078132947171097,0.0,5.52791597567717e-05,2,0,0,0,0
Airwaves,4,20,1.2243829010567031e-05,0.1509012010396127,0.0,2.763957987838585e-05,1,0,0,0,0
Naber,11,341,1.2243829010567031e-05,0.1509012010396127,0.0,2.763957987838585e-05,1,0,0,0,0
Michael Shynes,49,17685,2.485037587563219e-05,0.1766059840147917,0.0,8.291873963515754e-05,3,0,0,0,0
Guytano,26,26622,1.2243829010567031e-05,0.1509012010396127,0.0,2.763957987838585e-05,1,0,0,0,0
Gregory Dillon,34,12563,1.2243829010567031e-05,0.1509012010396127,0.0,2.763957987838585e-05,1,0,0,0,0
Maria Domark,13,1672,1.2243829010567031e-05,0.1509012010396127,0.0,2.763957987838585e-05,1,0,0,0,0
The Boys,46,275505,1.2243829010567031e-05,0.1509012010396127,0.0,2.763957987838585e-05,1,0,0,0,0
Tollef,29,2416,1.2243829010567031e-05,0.1509012010396127,0.0,2.763957987838585e-05,1,0,0,0,0
Petit A,3,272,1.2243829010567031e-05,0.1509012010396127,0.0,2.763957987838585e-05,1,0,0,0,0
SLAMA,14,285,1.4133079013180806e-05,0.1489431198951274,0.0,2.763957987838585e-05,1,0,0,0,0
Konfluence,16,127,1.4133079013180806e-05,0.1489431198951274,0.0,2.763957987838585e-05,1,0,0,0,0
Losaya,3,12,1.4133079013180806e-05,0.1489431198951274,0.0,2.763957987838585e-05,1,0,0,0,0
MONTIEL,7,14,1.4133079013180806e-05,0.1489431198951274,0.0,2.763957987838585e-05,1,0,0,0,0
Ladour,10,466,1.4133079013180806e-05,0.1489431198951274,0.0,2.763957987838585e-05,1,0,0,0,0
Duty Sound,16,242,1.4133079013180806e-05,0.1489431198951274,0.0,2.763957987838585e-05,1,0,0,0,0
Bruce.Me,0,2,1.4133079013180806e-05,0.1489431198951274,0.0,2.763957987838585e-05,1,0,0,0,0
Feels Apart,2,112,1.4133079013180806e-05,0.1489431198951274,0.0,2.763957987838585e-05,1,0,0,0,0
Joezi,52,18420,3.557075597306614e-05,0.2076570468306461,0.1666666666666666,0.0001105583195135,4,0,0,0,0
Natema,32,4511,1.4133079013180806e-05,0.1489431198951274,0.0,2.763957987838585e-05,1,0,0,0,0
Melvyn (FR),19,565,1.4133079013180806e-05,0.1489431198951274,0.0,2.763957987838585e-05,1,0,0,0,0
Get-Far,1,270,1.1314609897518293e-05,0.1716950543145937,0.0,2.763957987838585e-05,1,0,0,0,0
LennyMendy,27,526,1.88704366165592e-05,0.1733429554780051,1.0,5.52791597567717e-05,2,0,0,0,0
Simply Red,69,2495909,1.1314609897518293e-05,0.1716950543145937,0.0,2.763957987838585e-05,1,0,0,0,0
Drop - G,31,7205,9.59044316346833e-06,0.1787637795964092,0.0,2.763957987838585e-05,1,0,0,0,0
Steve Aoki,73,3784088,0.0003137461222437,0.2281811133590457,0.0164705882352941,0.0014096185737976,51,42,1711,0,0
mazie,58,194470,1.7180385293605334e-05,0.1798661762374094,0.0,5.52791597567717e-05,2,0,0,0,0
DJ Brenno Ferrari,6,21,9.59044316346833e-06,0.1787637795964092,0.0,2.763957987838585e-05,1,0,0,0,0
Navos,49,27555,0.0002039523350183,0.2609378506094507,0.0211640211640211,0.0007739082365948,28,29,898,0,0
NEIKED,59,175941,1.916894740088728e-05,0.1905234562018933,0.0,8.291873963515754e-05,3,0,0,0,0
Leena Punks,36,2915,9.604255574030953e-06,0.1795351993047473,0.0,2.763957987838585e-05,1,0,0,0,0
Rosa Linn,68,407280,1.4924290869340856e-05,0.184673166453175,1.0,5.52791597567717e-05,2,0,0,0,0
Repiet,61,18606,2.1265319064245236e-05,0.1840597035328815,0.0,8.291873963515754e-05,3,0,0,0,0
Dillon Francis,62,1141050,0.0002544903322811,0.2190328774373285,0.0175438596491228,0.001077943615257,39,35,1520,0,0
Arden Jones,57,182790,2.114946719582256e-05,0.1833425743779608,0.3333333333333333,8.291873963515754e-05,3,0,0,0,0
me n ü,45,16301,9.604255574030953e-06,0.1795351993047473,0.0,2.763957987838585e-05,1,0,0,0,0
Planet Zuzy,26,580,9.604255574030953e-06,0.1795351993047473,0.0,2.763957987838585e-05,1,0,0,0,0
5 Seconds of Summer,77,10083167,1.4953122556725802e-05,0.1865683869749032,0.0,5.52791597567717e-05,2,0,0,0,0
BERN,14,154,9.604255574030953e-06,0.1795351993047473,0.0,2.763957987838585e-05,1,0,0,0,0
Misha K,36,1169,9.604255574030953e-06,0.1795351993047473,0.0,2.763957987838585e-05,1,0,0,0,0
Ty Sunderland,35,1204,9.604255574030953e-06,0.1795351993047473,0.0,2.763957987838585e-05,1,0,0,0,0
Chelsea Cutler,69,721219,2.567102168400942e-05,0.1821843451230436,0.3333333333333333,8.291873963515754e-05,3,0,0,0,0
Lauv,77,6358834,1.190489235597963e-05,0.1721205860382222,0.0,2.763957987838585e-05,1,0,0,0,0
Alexander 23,60,455767,1.190489235597963e-05,0.1721205860382222,0.0,2.763957987838585e-05,1,0,0,0,0
BENEE,65,814321,1.880166079059123e-05,0.2052074183598004,0.0,5.52791597567717e-05,2,0,0,0,0
Claire Rosinkranz,58,437302,1.190489235597963e-05,0.1721205860382222,0.0,2.763957987838585e-05,1,0,0,0,0
Shallou,59,228900,1.190489235597963e-05,0.1721205860382222,0.0,2.763957987838585e-05,1,0,0,0,0
Cappa,37,11876,1.606482015255158e-05,0.1789241306238592,0.0,5.52791597567717e-05,2,0,0,0,0
Rico & Miella,31,6018,1.5417224832252298e-05,0.1788216509689975,0.0,5.52791597567717e-05,2,0,0,0,0
Sam Gray,48,12574,9.520377528896898e-06,0.1761355453045887,0.0,2.763957987838585e-05,1,0,0,0,0
Oaks,57,4604,1.5030181685926447e-05,0.1815028276909037,0.0,5.52791597567717e-05,2,0,0,0,0
x.o.anne,38,668,1.463484527212962e-05,0.1806062694575412,0.0,5.52791597567717e-05,2,0,0,0,0
Catello,37,1146,1.6102370812766597e-05,0.1786001620040451,0.0,5.52791597567717e-05,2,0,0,0,0
Luciana,54,19302,2.128736120334508e-05,0.1870553508182468,0.0,8.291873963515754e-05,3,0,0,0,0
Linney,47,11250,5.144888635427152e-05,0.2124855088247849,0.0,0.000221116639027,8,0,0,0,0
Black Eyed Peas,81,8520993,1.880294986867881e-05,0.1873882537937903,0.3333333333333333,8.291873963515754e-05,3,0,0,0,0
Daddy Yankee,87,35435396,5.1593184057731627e-05,0.2177642036424459,0.1555555555555555,0.0002763957987838,10,0,0,0,0
Georgia Ku,57,26539,2.2084899090326052e-05,0.1834128177043043,0.0,8.291873963515754e-05,3,0,0,0,0
Morgan Page,52,152042,1.594572646010005e-05,0.1792161721863573,0.0,5.52791597567717e-05,2,0,0,0,0
HÜMAN,39,1660,1.555800013637659e-05,0.1781888880140111,0.0,5.52791597567717e-05,2,0,0,0,0
Emily Roberts,57,10457,1.0184906482148771e-05,0.1753381860311623,0.0,2.763957987838585e-05,1,0,0,0,0
Jack Wins,46,38735,2.238616249204189e-05,0.1816534265340403,0.0,8.291873963515754e-05,3,0,0,0,0
Robbie Jay,39,356,1.0184906482148771e-05,0.1753381860311623,0.0,2.763957987838585e-05,1,0,0,0,0
Malik Harris,50,39786,1.0184906482148771e-05,0.1753381860311623,0.0,2.763957987838585e-05,1,0,0,0,0
Matt Steffanina,24,13899,1.0184906482148771e-05,0.1753381860311623,0.0,2.763957987838585e-05,1,0,0,0,0
Felix Samuel,60,4811,5.3746980311443285e-05,0.2113323819757922,0.0,0.000221116639027,8,0,0,0,0
Eva Timush,45,8801,1.0184906482148771e-05,0.1753381860311623,0.0,2.763957987838585e-05,1,0,0,0,0
Willim,35,2088,2.2566102786968566e-05,0.1798553642646856,0.0,8.291873963515754e-05,3,0,0,0,0
Clara Mae,53,367892,2.2221059437633342e-05,0.1826012895831682,0.0,8.291873963515754e-05,3,21,771,0,0
INJI,55,167882,1.668722388292632e-05,0.1800673355307766,0.0,5.52791597567717e-05,2,0,0,0,0
Corbyn Besson,47,22175,1.8505676690300653e-05,0.2067351841274986,0.0,5.52791597567717e-05,2,0,0,0,0
Jubël,61,92090,1.7058983513724528e-05,0.176158013777643,0.0,5.52791597567717e-05,2,0,0,0,0
Riley Biederer,34,11917,1.1039217385722274e-05,0.1731874354519632,0.0,2.763957987838585e-05,1,0,0,0,0
Severo,29,5780,1.1039217385722274e-05,0.1731874354519632,0.0,2.763957987838585e-05,1,0,0,0,0
Emei,64,409440,1.1039217385722274e-05,0.1731874354519632,0.0,2.763957987838585e-05,1,0,0,0,0
YU-KA,48,40585,1.1039217385722274e-05,0.1731874354519632,0.0,2.763957987838585e-05,1,0,0,0,0
Veronica Maggio,64,610714,1.1039217385722274e-05,0.1731874354519632,0.0,2.763957987838585e-05,1,0,0,0,0
Lou Elliotte,36,3972,1.1039217385722274e-05,0.1731874354519632,0.0,2.763957987838585e-05,1,0,0,0,0
Brooks,56,321217,1.1039217385722274e-05,0.1731874354519632,0.0,2.763957987838585e-05,1,0,0,0,0
EVAN GIIA,52,42708,3.091425905923587e-05,0.1826449472134092,0.0,0.0001105583195135,4,0,0,0,0
WINK,32,7202,1.1517816503665186e-05,0.1729380168492604,0.0,2.763957987838585e-05,1,0,0,0,0
Bazzi vs.,38,8432,1.1517816503665186e-05,0.1729380168492604,0.0,2.763957987838585e-05,1,0,0,0,0
Anna Dellaria,24,2028,1.1517816503665186e-05,0.1729380168492604,0.0,2.763957987838585e-05,1,0,0,0,0
Kill The Noise,56,418181,2.7765851043545947e-05,0.1809886398233652,0.0,8.291873963515754e-05,3,0,0,0,0
MOELLE,21,694,1.1517816503665186e-05,0.1729380168492604,0.0,2.763957987838585e-05,1,0,0,0,0
Pauline Herr,42,18134,1.7190404554041152e-05,0.1819701300905134,0.0,5.52791597567717e-05,2,0,0,0,0
Tasha Baxter,38,5747,1.1517816503665186e-05,0.1729380168492604,0.0,2.763957987838585e-05,1,0,0,0,0
Prinz,58,322690,1.1167966644660383e-05,0.1732935936181902,0.0,2.763957987838585e-05,1,0,0,0,0
AR Paisley,57,94826,1.1167966644660383e-05,0.1732935936181902,0.0,2.763957987838585e-05,1,0,0,0,0
Jay Trak,61,107391,1.1167966644660383e-05,0.1732935936181902,0.0,2.763957987838585e-05,1,0,0,0,0
LUNAX,64,69586,0.0003438297377262,0.217906939176787,0.0261248185776487,0.0014648977335544,53,53,2093,0,0
Rebecca Helena,53,3087,1.5507937253654735e-05,0.1815046627581146,1.0,5.52791597567717e-05,2,0,0,0,0
Refuzion,52,41028,1.5507937253654735e-05,0.1815046627581146,1.0,5.52791597567717e-05,2,0,0,0,0
ANY,47,372,1.5507937253654735e-05,0.1815046627581146,1.0,5.52791597567717e-05,2,0,0,0,0
sonofsteve,22,508,9.924358675798111e-06,0.1780201418436357,0.0,2.763957987838585e-05,1,0,0,0,0
Paul Russell,66,224088,2.133024921239403e-05,0.2094449903933406,0.0,8.291873963515754e-05,3,0,0,0,0
Tom Odell,80,4026475,9.924358675798111e-06,0.1780201418436357,0.0,2.763957987838585e-05,1,0,0,0,0
Ella Andersson,2,111,1.5716432816438786e-05,0.1818079578712375,1.0,5.52791597567717e-05,2,0,0,0,0
Conor Byrne,48,5132,9.924358675798111e-06,0.1780201418436357,0.0,2.763957987838585e-05,1,0,0,0,0
Emily Burns,46,175387,2.225663250838223e-05,0.2110007837670892,0.0,8.291873963515754e-05,3,0,0,0,0
