name,popularity,followers,num_collaborators,sum_collaborators_popularity,sum_collaborators_in_playlist,in_playlist
Ranqz,26,1416,12,109,2,0
Steven Monray,0,81,6,51,1,0
LuLion,10,130,5,76,1,0
MasterBangg,23,791,18,168,1,0
FROSTVIB3,17,24,3,46,1,0
R3 Bass,5,68,12,34,1,0
3LSINORE,0,61,7,34,1,0
DOOTS,33,1160,11,219,2,0
Ozlig,43,5276,10,240,1,0
ech0,25,41,3,89,1,0
Speedster,22,61,8,258,1,0
TWINNS,43,4281,16,159,1,0
Jared Anthony,32,11199,8,117,1,0
F3DEN,44,2545,18,269,1,0
R4URY,29,341,14,352,0,0
R3YAN,42,8922,12,241,0,0
Luke ST,28,2109,8,77,1,0
Jason Cogua,38,791,16,201,1,0
Hybrid Noise,32,2407,9,157,1,0
ILURO,47,7195,20,406,1,0
Meyo,42,8811,20,593,2,0
CERES,64,13272,27,309,0,0
Royale BR,29,11881,14,220,1,0
BassBears,33,2324,27,355,1,0
UNDERLØRD,5,120,2,54,1,0
The FifthGuys,55,36959,22,253,0,0
Veronica Bravo,58,19897,27,220,0,0
BLVCKLINE,20,303,2,69,1,0
Coffeeshop,45,4023,24,177,0,0
Tommy Rage,36,712,16,235,1,0
NEWER,30,1633,15,103,0,0
The Late Night Project,50,15550,8,205,0,0
Milo Cadman,29,259,7,108,1,0
Beutos,29,1069,11,178,1,0
CRÜPO,30,1373,29,277,1,0
Sam Welch,53,3629,21,99,0,0
Jordan Rys,52,5503,22,138,0,0
Delove,30,9965,14,219,1,0
Jung Kook,87,16255827,13,966,1,0
DJ Drama,63,1423916,17,139,0,0
Pooh Shiesty,69,1744169,13,466,1,0
Lil Nas X,76,12412151,11,638,1,0
Ty Dolla $ign,84,5613514,9,256,0,0
24kGoldn,71,2245319,13,203,0,0
Cordae,68,2040098,15,594,1,0
Russ Millions,65,936573,18,350,0,0
Ayanis,25,12358,7,185,1,0
JasonMartin,57,271194,3,111,0,0
Zoya,19,3730,6,19,0,0
Felly,49,156659,7,49,0,0
Rod Wave,82,7939283,1,82,0,0
Chris Brown,88,23777948,6,252,0,0
EST Gee,65,617536,13,337,0,0
G-Eazy,78,5490770,8,284,0,0
Dave,78,5469462,16,293,0,0
Babyface Ray,66,326932,6,66,0,0
Young Stoner Life,64,174457,14,357,0,0
The Kid LAROI,85,5772691,7,474,0,0
Toosii,68,1939531,5,333,0,0
Sarz,62,334751,11,227,0,0
Asake,78,4366659,12,472,0,0
Turbo,43,327,3,130,0,0
Victor Thompson,59,156764,11,257,0,0
Ehis 'D' Greatest,57,5696,9,257,0,0
James Tonic,30,4484,3,108,0,0
sped up nightcore,71,180514,13,346,0,0
Ufo361,73,1960902,5,144,0,0
JNR CHOI,52,71789,8,337,0,0
CEO Trayle,50,50669,4,105,0,0
3ohBlack,32,20614,4,32,0,0
Taurus,25,1319,8,112,0,0
Lil Tecca,84,7956697,6,237,0,0
Internet Money,71,875022,17,1205,0,0
Tyla Yaweh,55,539615,18,395,0,0
Elias,48,164494,5,258,0,0
Charlie Sloth,28,21427,9,162,0,0
Kelvyn Colt,47,102480,12,113,0,0
Felipe Da Don,12,8955,2,99,0,0
Yung Booke,27,30186,9,155,0,0
Bighead,35,2748,10,149,0,0
Anuel AA,88,38426267,16,528,0,0
Wale,71,4165394,7,140,0,0
Yella Beezy,52,1541932,4,139,0,0
DeJ Loaf,67,1845766,10,175,0,0
SOLOMON,52,164694,7,181,1,0
3STRANGE,24,1823,8,198,1,0
Homebodi,22,719,2,91,1,0
James Grant,45,23364,4,105,0,0
Jody Wisternoff,47,64872,6,105,0,0
Anjunadeep,13,77717,6,167,0,0
Luan Pereira,80,2579141,23,542,1,0
Mc Daniel,76,2066154,28,592,1,0
Mc Don Juan,76,5155036,25,615,1,0
Thullio Milionário,58,172099,8,129,1,0
Ericoty,21,120,7,240,1,0
Lary,45,31922,9,116,1,0
Ana Castela,81,7453720,16,238,0,0
Mc Gw,79,1535911,35,110,0,0
Humberto & Ronaldo,65,1733358,11,144,0,0
Mc Luan,52,69863,30,131,0,0
Zé Felipe,70,5060739,15,600,1,0
Valesca Popozuda,53,734224,16,362,1,0
Tília,31,14751,20,340,1,0
Mc Poze do Rodo,71,6475443,22,433,1,0
Paulo Ricardo,48,502279,6,124,1,0
Funk Orquestra,5,84,3,124,1,0
Gustavo Mioto,77,6155723,11,77,0,0
Mari Fernandez,74,3312061,13,291,0,0
Mc Davi,72,3881523,22,726,0,0
Mc Pedrinho,67,4628393,24,218,0,0
Brisa Star,47,389215,18,185,1,0
João Gomes,73,7419993,14,217,0,0
Tarcísio do Acordeon,69,6027911,15,131,0,0
Felipe Amorim,75,2410546,18,227,0,0
Naiara Azevedo,57,7824247,10,57,0,0
Maiara & Maraisa,78,13827177,8,78,0,0
Vitinho Imperador,55,402683,7,55,0,0
JS o Mão de Ouro,53,10999,26,283,0,0
Vitor Fernandes,62,2097546,12,131,0,0
Japinha Conde,46,266677,19,46,0,0
Almanac,49,74223,12,173,1,0
DJ Jonatas Felipe,53,37772,23,213,0,0
Marcos & Belutti,68,5382981,4,68,0,0
Matheus & Kauan,80,11358802,8,152,0,0
KOC,40,453,8,143,0,0
DJ Alex da Baixada,35,1198,15,252,0,0
Mc Alysson,46,30246,28,240,0,0
DJ YAN DO FLAMENGO,48,39072,25,163,0,0
MC PG,42,1871,24,317,0,0
TH4I,30,1139,18,307,0,0
Mc Th,66,1137975,32,137,0,0
Tropa do Bruxo,63,295773,21,404,0,0
SMU,62,19027,24,255,0,0
Gbzin,32,2493,12,233,0,0
GIMS,80,4989164,7,153,0,0
Dj Gv de Campos,42,4901,18,115,0,0
DJ Denilson o clínico,39,2423,24,191,0,0
Mc Jacaré,72,606560,21,446,0,0
ADPAR Records,16,88,35,439,0,0
Dj Nem do Santuário,15,70,22,103,0,0
Dj Zinho Mpc,15,155,23,103,0,0
KOSTA,44,448,22,217,0,0
Estevan Neto,10,164,18,127,0,0
Mc neu,18,439,23,205,0,0
Mc Gabzin,58,438412,19,260,0,0
dj sv,63,25536,19,194,0,0
JOTTA R,5,166,4,118,0,0
Lima,5,165,12,118,0,0
Luan Santana,78,8146262,7,389,0,0
Gaab,66,1659282,6,120,0,0
Marquinho no Beat,64,57134,24,214,0,0
Luísa Sonza,77,6109161,14,372,0,0
MC Kekel,59,3324392,18,156,0,0
Mc Siena,30,4756,18,30,0,0
Dj Nk Da Serra,57,43451,19,130,0,0
Ja1 No Beat,51,1544,20,51,0,0
DeeDee Beatz,8,31,2,81,0,0
Belo,70,1692958,2,70,0,0
Mousik,55,7815,19,187,0,0
Mc Livinho,72,7360524,18,567,0,0
Perera DJ,70,735603,19,1209,0,0
DEVA,38,25893,15,159,0,0
Scridge,48,408490,8,159,0,0
MD Chefe,57,1554968,22,268,0,0
DomLaike,54,291042,21,389,0,0
DJ Thamara,2,186,14,154,0,0
MC Pipokinha,63,487915,34,142,0,0
TR3VAS,36,458,16,224,0,0
Backbenchers,24,1792,6,59,1,0
Amiy,22,69,5,57,1,0
Ashley Milred,17,66,10,116,1,0
Viddsan,22,690,12,74,1,0
De Qualite,30,636,15,144,1,0
ANAR,22,488,12,57,1,0
Nicho Bryant,3,16,6,38,1,0
2FarAway,45,590,23,204,1,0
Dean Andrew,36,2694,20,333,1,0
FAMIN,5,183,9,85,1,0
Meezzz,1,1404,9,95,1,0
Alex Helder,22,412,13,57,1,0
UnderWater Project,33,247,12,153,1,0
Samuel Vasell,28,1213,12,206,1,0
Oscense,37,195,14,203,1,0
AZVRE,36,757,24,321,0,0
Thvndex,24,1030,10,108,0,0
Feelix,1,20,3,36,1,0
GeeKan,14,263,15,188,1,0
Ashjack,3,342,14,88,1,0
Dalbin Mathew,8,522,11,80,2,0
XNDRICK,20,72,3,55,1,0
Ali Salahov,9,269,10,113,2,0
NoFace Records,22,2663,20,59,0,0
Joan Jose,8,319,5,70,1,0
De Blando,0,41,2,7,1,0
VSHN VIXA,0,29,4,7,1,0
Joyel Shaju,1,76,4,8,1,0
Hustler Bhai,15,3306,9,22,1,0
Xeniro,0,45,6,17,1,0
Next Route,10,3999,6,10,0,0
SHKHR,39,3174,14,102,0,0
Shon gbrl,12,3073,9,34,1,0
Georvity,17,2624,19,209,1,0
ALEJANDRO,23,2173,22,63,0,0
AJORIES,8,3304,6,72,1,0
Camero,13,338,20,151,1,0
WIBE DRILL,0,7,4,22,1,0
Mattroiz,0,11,2,22,1,0
SECMOS,37,1228,19,130,0,0
TronZ,0,17,5,22,1,0
H4rdEdge,0,22,3,31,1,0
Astroblast,9,648,19,49,1,0
Danny Ores,0,6,2,22,1,0
2HAWKS,0,1,2,22,1,0
Through The Static,4,105,6,62,1,0
SAJÉ,13,879,7,62,1,0
BoomBaptist,8,1902,9,53,1,0
LION BABE,48,214099,5,48,0,0
OSHUN,35,149656,10,128,1,0
Lacuna Manti,2,25,3,73,1,0
TEK.LUN,26,22737,8,26,0,0
Mr. Carmack,38,92802,12,38,0,0
MadeinTYO,58,1026336,12,166,0,0
Black Auerbach,15,1135,1,15,0,0
Devin Tracy,41,16274,10,41,0,0
Grim Delarosa,14,2946,1,14,0,0
ru6y,2,117,3,2,0,0
AMU Henry Smalls,3,10,3,3,0,0
YoAstrum,4,209,5,4,0,0
Big Gator Bossman,3,93,4,11,0,0
Marvel Alexander,8,1634,4,11,0,0
Dee Blaze The Pyro,8,48,6,23,0,0
L!LY,33,211,12,155,1,0
Naomi Meneses,21,131,21,108,2,0
Austin Salter,34,936,18,139,1,0
Window,13,812,14,69,1,0
Asael csk,1,50,14,29,1,0
Schipe,0,43,3,29,1,0
Jayden Vega,10,1340,22,96,1,0
Miguel Atiaz,26,2092,15,118,1,0
Ronny Leon,28,860,17,56,1,0
Kimdness,22,301,9,61,1,0
Future Nex,11,236,25,103,1,0
None Lowfi,26,409,16,54,1,0
Breseb,24,440,12,173,2,0
Steve Avila,0,407,6,31,1,0
SaQmir,3,344,12,31,1,0
Modern Culture,45,2728,8,45,0,0
DTAGG,17,1099,4,17,0,0
Dual Vibes,0,1126,6,17,0,0
Deepest,51,4430,21,125,1,0
AMHouse,51,1640,19,125,1,0
Childish Gambino,81,13444122,10,303,1,0
Jorja Smith,74,3485056,7,224,1,0
Kelechief,20,5857,6,89,1,0
Santa Fe Klan,76,9484275,7,372,0,0
Marvel,31,16532,5,176,1,0
Kali Uchis,85,7997033,10,377,1,0
Vigro Deep,51,531439,10,51,0,0
xxtristanxo,58,34123,22,545,3,0
Moliy,60,22009,16,328,1,0
Tiwa Savage,62,2039579,16,354,0,0
Boj,56,157766,14,254,0,0
Zamir,32,8853,5,204,1,0
Rvdical the Kid,22,3583,7,91,1,0
ODUMODUBLVCK,69,1531225,20,372,0,0
KAYTRAMINÉ,56,135796,4,278,0,0
Aminé,67,1964799,13,423,0,0
Stormzy,74,2995156,15,377,0,0
Saleka,50,37070,1,50,0,0
Camidoh,52,248534,16,52,0,0
Janelle Monáe,68,1478317,13,217,0,0
1999 WRITE THE FUTURE,47,43167,19,296,0,0
Show Dem Camp,50,171368,11,106,0,0
CKay,69,1543019,13,196,0,0
Blaqbonez,59,813050,15,128,0,0
Cruel Santino,52,100350,13,246,1,0
Aṣa,51,296675,6,113,0,0
Babyface,58,1078398,5,58,0,0
Tomi Agape,38,40217,8,140,0,0
Dua Saleh,48,102491,6,188,0,0
Amindi,47,60471,10,107,0,0
Lady Donli,38,51399,10,38,0,0
Cadenza,42,7838,11,200,0,0
Jaydon Lewis,40,10731,14,130,0,0
Odunsi (The Engine),47,132249,12,79,0,0
Stonebwoy,53,474410,15,295,0,0
Teezo Touchdown,65,291330,13,445,1,0
Jeymes Samuel,33,8625,8,289,1,0
SZA,90,23854131,14,942,2,0
Y2K,59,310352,18,531,1,0
disposable,22,113,20,467,1,0
StarBoi3,51,42727,8,283,1,0
Sickick,66,1113027,13,591,2,0
渡辺直美,18,7673,2,105,1,0
Disclosure,77,2248320,7,77,0,0
Bebe Rexha,81,9348232,13,763,0,0
NATTI NATASHA,74,10343508,14,506,0,0
Chloe x Halle,55,2417601,4,285,1,0
220 KID,57,26387,19,57,0,0
Felix Cartal,49,106080,8,177,0,0
Nicki Minaj,87,32571787,1,87,0,0
Jax Jones,73,1200600,22,629,1,0
Otto Von Wernherr,9,281,2,90,1,0
BLOND:ISH,65,121057,20,609,1,0
Eran Hersh,54,16400,22,54,0,0
Franky Rizardo,58,59797,9,204,1,0
Miss Monique,57,275019,10,232,0,0
Marlon Hoffstadt,65,120494,15,210,0,0
Saucy Santana,48,259931,10,260,1,0
Amnis,14,253,6,94,1,0
Metablue賽博藍,14,85,14,71,1,0
Aiden Somerville,8,390,14,191,1,0
Donaven,15,424,9,53,1,0
Tom Platts,35,971,18,171,2,0
Moonly,11,496,20,389,1,0
Paul Noise,0,86,7,25,1,0
Daisy Phillips,19,859,14,43,1,0
Dhagmar,0,112,7,24,1,0
Bass Rebels,0,333,1,0,0,0
Tobu,53,398461,4,53,0,0
Sazu,17,1283,21,199,1,0
WVWII,1,7,3,53,1,0
Reynn,7,254,8,89,1,0
ARMAN,15,354,19,245,2,0
JA-18,5,44,10,179,1,0
Sam Carnie,7,845,8,66,1,0
Rezzaie,12,730,19,181,1,0
IVRY,20,399,16,233,1,0
West Collins,19,1072,10,136,1,0
Impulse,10,641,16,247,1,0
Joysic,32,988,22,303,2,0
INViDA,36,1970,25,140,0,0
Joffrey Lorquet,10,953,13,221,1,0
Deagon,14,582,17,180,1,0
Charles Sebastian,9,4269,11,129,0,0
Mac Louis,11,681,18,263,0,0
8D To The Moon,31,1910,3,106,0,0
8D Audio,38,78677,10,106,0,0
8D Tunes,37,17419,5,106,0,0
X ASCEND,0,65,2,0,0,0
Sirena,44,4476,26,159,1,0
Grey,66,86832,12,384,1,0
Virtual Riot,55,344988,13,347,1,0
Adalaide Adams,20,172,3,85,1,0
Justin J. Moore,45,2779,28,289,1,0
Synymata,39,10105,20,144,1,0
Josh Rubin,40,5823,20,224,1,0
Abandoned,40,10912,20,172,1,0
Don Diablo,68,1803215,11,218,0,0
Dead Rose,34,512,15,286,1,0
Meggie York,34,3398,16,205,1,0
Layto,54,136895,5,179,1,0
Rival,54,79107,24,367,1,0
Dayce Williams,37,1295,21,209,1,0
Slippy,40,33419,16,228,1,0
Diandra Faye,47,5599,20,212,0,0
Bianca,40,9973,15,173,1,0
Biometrix,42,22095,16,163,1,0
Bertie Scott,47,2251,24,128,0,0
if found,37,8759,18,149,1,0
Arcando,52,36867,16,358,0,0
Mathew V,42,18799,9,213,1,0
Amidy,41,13222,17,247,1,0
Alaina Cross,43,3367,21,324,2,0
neverwaves,41,12277,17,197,1,0
Wiguez,46,5510,15,139,1,0
Easy Mccoy,41,9727,15,41,0,0
Kat Meoz,30,4672,8,178,1,0
EMM,45,27818,5,134,0,0
VinDon,38,1236,16,118,1,0
Lunis,56,10286,14,271,1,0
Fenris,42,7833,11,107,1,0
Wasiu,51,12559,15,289,0,0
Aleesia,45,6242,16,117,1,0
Andreas Stone,31,2007,11,195,1,0
Abigail Rose,9,440,6,126,1,0
RIELL,56,64961,4,119,0,0
Alter.,41,16920,8,41,0,0
Sinego B Side,20,223,21,85,1,0
N3WPORT,45,16813,18,133,0,0
Evoke,27,2141,7,137,1,0
M.I.M.E,52,39573,14,167,0,0
Jex,54,26146,29,315,1,0
Vizzen,29,967,11,139,1,0
Dziemian,27,3918,10,47,0,0
Quattro,20,100,11,111,1,0
Martin Graff,13,820,8,77,1,0
Trevor Daniel,67,852961,11,290,2,0
Savage Ga$p,61,239669,17,131,1,0
Ellise,57,1672102,6,127,1,0
NEFFEX,72,2616091,1,72,0,0
Besomorph,63,137362,23,429,0,0
AViVA,60,504121,10,275,0,0
UNSECRET,51,82855,12,51,0,0
NOCTURN,31,1378,11,101,1,0
Lost Identities,29,3616,13,249,1,0
UNDREAM,45,16358,7,115,1,0
burnboy,44,2935,20,114,1,0
ThatBehavior,35,3596,15,269,1,0
EXON,2,117,2,20,1,0
Nikke Yumnam,2,294,3,34,1,0
Alice Kh,14,1196,8,34,1,0
Samyorai,19,770,7,37,1,0
Inflake,8,375,14,9,0,0
Noahheim,1,161,4,9,0,0
Clap! Clap!,35,44257,11,113,1,0
Young Franco,52,76134,22,233,1,0
Raz & Afla,17,1840,7,95,1,0
Hit-Boy,54,92577,14,54,0,0
Mona Yim,40,3566,14,222,1,0
Kelly Lee Owens,49,131533,12,193,1,0
DJ Seinfeld,54,98351,15,132,1,0
Washed Out,54,498127,6,132,1,0
Logic1000,47,54323,21,444,1,0
Mindchatter,50,79699,10,90,0,0
Albert Hammond Jr,46,249609,7,124,1,0
Florence + The Machine,78,6878296,4,78,0,0
Oliver Malcolm,41,34976,5,241,1,0
Bree Runway,49,161270,7,379,1,0
Sonny Fodera,71,220849,14,242,0,0
Oliver Heldens,69,1042210,22,365,0,0
Riton,67,146184,23,501,0,0
Joey Bada$$,74,3586145,13,312,0,0
Kenny Burrell,47,90232,2,47,0,0
ProdFuji,1,83,4,65,1,0
Benny Barksdale Jr.,1,54,3,65,1,0
Ingram,18,5402,5,82,1,0
DJ Jazzy Jeff & The Fresh Prince,53,397172,4,122,0,0
Austin Millz,52,127759,19,547,1,0
Alexis Ffrench,65,171416,5,65,0,0
Studio Rio,45,7024,2,45,0,0
Bobby Womack,58,714455,2,58,0,0
Jimmy Buffett,69,1159991,3,218,0,0
The Crusaders,43,127331,1,43,0,0
David Garrett,54,500255,23,488,0,0
Baby Keem,78,2599730,6,351,1,0
Mike WiLL Made-It,68,1602571,18,917,0,0
Skrillex,77,7635436,28,783,0,0
YG Hootie,36,12476,3,36,0,0
Talib Kweli,56,612514,9,56,0,0
Curren$y,63,1049019,9,114,0,0
A$AP Rocky,86,15161343,16,544,0,0
Taylor Swift,100,124431059,1,100,0,0
Sia,85,28770070,5,164,0,0
Mac Miller,83,10945781,4,167,0,0
ScHoolboy Q,75,4802142,10,246,0,0
Beyoncé,87,38807505,3,181,0,0
SiR,67,1074562,10,215,0,0
Ab-Soul,60,1090065,8,209,1,0
Rob49,68,246186,11,390,1,0
Kal Banx,49,7347,11,356,1,0
REASON,52,229040,11,399,1,0
Richie Evans,16,5357,12,183,1,0
EastSide K-Boy,17,1827,13,17,0,0
C.S. Armstrong,32,11618,2,80,0,0
Glasses Malone,38,35580,14,82,0,0
Isaiah Rashad,69,1488149,12,288,0,0
The Game,72,4893943,5,148,0,0
Mozzy,63,818103,10,137,0,0
Tech N9ne Collabos,54,561517,6,54,0,0
Travis Barker,68,469123,20,551,0,0
Juicy J,75,3221807,7,220,0,0
Nipsey Hussle,67,3489146,9,368,0,0
Rucci,54,89386,6,54,0,0
Tokiah,8,1,3,47,1,0
ILIAD,7,1463,13,41,1,0
nineveh.,39,498,18,206,1,0
Felkee,19,309,9,159,1,0
Rayasa,42,6774,27,268,1,0
Jacala,36,1073,21,197,1,0
Munch,34,1297,20,297,1,0
DVNB,19,513,12,173,1,0
Zeead,13,354,14,129,1,0
azmaze.,0,1,3,47,1,0
VLLN,34,2150,14,154,1,0
AURAE,28,2706,9,104,1,0
Sherman de Vries,47,3490,14,139,0,0
Navaro,43,1111,13,90,0,0
D3EPANK,43,4018,13,77,1,0
Himonshu Parikh,35,17181,4,91,0,0
Anumita Nadesan,56,64090,14,252,0,0
Choujaa,37,3210,19,138,0,0
Maski & Banga,26,3946,13,189,1,0
KANON,5,1293,13,48,1,0
GIFTBACK,18,1710,18,180,1,0
Racha,0,3,3,18,1,0
NAEMS,28,12951,19,203,0,0
Marlio,23,494,1,23,0,0
Txuilson,0,9,3,17,1,0
Christian Bartasek,1,194,2,1,0,0
Walla$e,0,0,1,0,0,0
Olly Alexander (Years & Years),70,1976336,13,193,0,0
W&W,74,864700,22,426,1,0
Ely Oaks,67,75199,18,285,0,0
Gabriel Wittner,50,25822,25,252,0,0
Slenderino,45,2361,11,208,0,0
Aleexs,22,2469,19,227,0,0
Quinncy,2,5920,3,106,0,0
Ludona,36,189,12,197,0,0
Te Pai,38,796,19,309,0,0
AXTROM,8,91,9,167,0,0
Maxim Schunk,54,5642,28,346,0,0
Victor Perry,47,4447,24,110,0,0
MA:RK,56,2155,6,124,0,0
Wave Wave,38,15669,21,91,0,0
Lyfes,26,2765,13,195,0,0
CTH,19,252,12,135,0,0
EVIE,27,424,13,209,0,0
Mohtiv,42,9219,6,150,0,0
Castion,41,20006,11,80,0,0
Skye Holland,38,5829,4,38,0,0
EWAVE,23,1367,19,321,0,0
Ollie Crowe,21,2978,5,174,0,0
YES YES,50,9016,14,249,0,0
Nina Carr,53,4015,19,191,0,0
Hot Flames,8,601,5,126,0,0
BELLA X,50,7214,19,202,0,0
Buzz Low,48,3786,16,212,0,0
PASSIK,42,2346,16,412,0,0
NOME.,37,22519,9,107,0,0
Joel Crouse,17,7795,5,186,0,0
STVCKS,25,4802,19,164,0,0
Goldbird,45,4249,20,92,0,0
CARSTN,53,17351,20,90,0,0
Third Vibes,23,3799,9,77,0,0
John Skyfield,54,3605,18,316,0,0
The Myth Of NYX,0,119,1,0,0,0
BENNETT,71,226533,11,309,1,0
Zombic,57,19345,30,444,0,0
Sonny Wern,64,92072,21,393,0,0
AMELY,25,2175,15,146,1,0
LANNÉ,53,23843,27,426,0,0
Max Fail,47,8334,17,264,0,0
Life of Kai,35,812,15,192,1,0
HUTS,53,107621,19,117,0,0
CALVO,48,71308,16,198,0,0
MAGILO,4,127,3,72,1,0
Mark Bale,40,4119,22,275,0,0
The Kolors,61,509040,4,61,0,0
Protopapa,25,2200,16,94,1,0
Get Far,45,12115,10,45,0,0
Honorebel,24,1853,6,68,0,0
Bob Sinclar,73,654146,13,73,0,0
Veerus,10,18,4,104,1,0
Maxie Devine,25,1743,3,35,0,0
Yellow Productions,0,195,3,73,0,0
Music Room 29,0,2107,1,0,0,0
Tyriant,1,122,11,52,2,0
Vodenik,21,2015,14,39,0,0
Kelsey Ray,18,1672,18,65,0,0
Beatcore,27,8157,7,61,0,0
Livingston Crain,35,1201,23,140,0,0
Friendzone,28,6457,9,28,0,0
Adam Jasim,12,3068,17,12,0,0
Cameron Stark,3,58,6,21,1,0
Different Records,28,2755,22,69,0,0
Dj Dags,0,447,4,21,1,0
Bonka,39,26065,19,122,1,0
Jac & Harri,26,7226,15,301,1,0
Ryos,43,33750,22,355,1,0
Alkaz,14,543,12,205,1,0
SweetState,7,680,11,230,2,0
Max Adrian,22,1645,22,227,1,0
Kody Ternes,28,265,13,94,1,0
IGNITION (CA),13,104,5,49,1,0
LYØ,0,9,2,15,1,0
Divite,7,419,18,253,1,0
Colin Crooks,34,1395,22,261,0,0
Öwnboss,64,96536,26,330,0,0
NoNameLeft,34,9665,10,64,0,0
TripL,24,11230,17,199,0,0
MFKUDA,1,140,1,1,0,0
Tasty Wave,1,337,7,3,0,0
Inguerzon,2,316,6,3,0,0
Kosling,32,9534,27,341,2,0
Rəind Səid,25,305,13,100,1,0
Arild Aas,40,2562,12,145,1,0
Kaiz3n,13,903,22,357,2,0
PRD,6,192,8,69,1,0
Slake Slagger,14,755,23,285,1,0
Codex (SE),17,1872,20,196,1,0
Courts,18,1315,27,209,1,0
Max Landry,35,4559,17,104,1,0
Div Eadie,24,1748,21,145,0,0
MrWhite,23,1630,13,260,1,0
Gangi,13,717,17,253,1,0
WINARTA,24,2681,20,368,3,0
Sonny Costa,1,41,8,59,1,0
Kenneth G,24,8484,13,212,1,0
Veerdo,27,376,12,27,0,0
GWS,25,15142,12,25,0,0
Drexity,2,887,6,46,1,0
Aytide,0,101,3,35,1,0
Alexander Cruel,37,1978,19,182,0,0
RAIDH,20,941,23,218,0,0
Loris Buono,19,499,15,169,0,0
Zheno,20,2541,20,79,0,0
Mari Ferrari,30,9464,2,70,0,0
hannah kate,18,142,14,73,1,0
NONIK,11,225,6,167,1,0
Jordan Grace,56,6307,24,144,0,0
Blackcode,34,10082,15,354,1,0
ROOSTERJAXX,34,4948,19,151,1,0
Andrew A,36,8285,19,282,1,0
Rudeejay,44,29699,25,399,1,0
Marc Benjamin,49,28671,16,83,1,0
SOFI,16,34,3,84,1,0
Jeffrey Sutorius,32,15402,23,196,1,0
Justin Prime,41,17864,28,168,1,0
Vicman Romero & Mike Sildavia,8,323,9,76,1,0
SURA,16,4150,7,159,1,0
Mercedes,16,277,19,101,1,0
Dr. Shiver,14,2815,10,48,1,0
Tatsunoshin,45,9121,25,166,0,0
MR.BLACK,44,25672,19,145,0,0
Mark Sixma,47,44554,12,216,0,0
Pavoire,17,50,5,17,0,0
Crash & Smile,0,482,2,0,0,0
Sorn,39,104238,8,145,1,0
WILD,44,1174,10,145,1,0
William Singe,59,614548,8,183,1,0
sunkis,60,99479,7,122,1,0
FlipTunesMusic,27,6321,12,89,1,0
TITIAN,26,321,4,88,1,0
Alani,35,499,2,97,1,0
Fayze,14,2014,10,66,1,0
MARRVELLO,4,40,3,36,1,0
Max CG,13,617,13,73,1,0
MAC KYINJING,7,35,3,39,1,0
DaniOnceX,9,1016,21,143,1,0
VJAI,11,208,13,276,1,0
XanTz,28,2459,19,235,1,0
Borned,13,298,6,78,1,0
K3WRO,14,1983,11,116,1,0
Hunter Grant,8,1101,10,151,2,0
Patrick Reed,5,489,9,45,1,0
Saksham,10,832,12,150,2,0
Charon,4,31,3,38,1,0
Dominix,16,451,18,180,1,0
Dekon,1,165,16,19,1,0
Tong Apollo,3,900,17,61,1,0
Patrick Moreno,21,5373,20,101,0,0
Basstian,20,6187,23,253,0,0
Bernard Yagee,12,1498,7,161,2,0
Matthieu Courant,12,19,2,28,1,0
Tonay,0,12,2,16,1,0
aslon,0,3,2,16,1,0
Marce Smith,20,111,22,129,1,0
Seagma,26,456,10,98,1,0
Namsha,24,234,6,40,1,0
Matt Weiss,11,279,20,198,1,0
Dan Strike,2,117,7,88,2,0
Severman,31,9809,29,251,2,0
Evan Wilder,14,1561,16,284,1,0
Hydrex,11,144,4,49,1,0
Neil Sircar,3,256,3,50,1,0
Meikle,18,2225,23,445,1,0
SASH,12,270,8,175,1,0
Nia Mousai,32,101,8,111,1,0
Rodsyk,22,1316,5,76,1,0
Aryan Jolly,14,275,9,45,1,0
Faaves Music,0,19,3,38,1,0
Sofuu,32,1596,16,91,0,0
Olly James,54,47901,15,173,0,0
Cheery-O,20,2429,13,73,0,0
Aurelios,39,46842,15,143,0,0
Nomar,9,630,23,170,0,0
Zero Gravity,4,342,5,43,0,0
Jaxmor,13,558,10,48,0,0
Fiona,0,415,5,13,0,0
Riley James,11,1234,20,300,1,0
Alessa,26,1122,30,241,1,0
Harry Styles,85,33015179,1,85,0,0
Owl Vision,45,46163,14,452,0,0
De Parranda,62,112028,15,737,0,0
Ilussion 6,23,2618,3,71,0,0
Zibra Inguzu,42,97,6,288,0,0
Hood 6a6y,16,516,3,42,0,0
Vitor Limma,64,19956,12,418,0,0
GHO6TBXSTA,35,2488,9,180,0,0
YOU,48,3223,32,1166,0,0
George Strait,75,4551297,3,218,0,0
Dante Bowe,59,213487,26,1426,0,0
Stick Figure,70,740739,21,1119,0,0
11:11,42,277193,15,378,0,0
Volbeat,70,2570766,3,154,0,0
بابا 8 %,0,12,3,0,0,0
Rivermaya,62,2081691,4,74,0,0
SO87,28,1310,4,84,0,0
9cyon,16,35,10,80,0,0
2Kultured,20,2599,12,386,0,0
AJ Dispirito,63,86165,4,129,0,0
957,12,2471,2,12,0,0
The Dip,60,176116,4,195,0,0
Fridayy,67,254432,40,2427,0,0
XDinero,36,43817,6,133,0,0
2Bad,27,450,12,246,0,0
7'Angelo陶英杰,9,3,1,0,0,0
999Hertz,23,87,3,85,0,0
DJ JL3 DA ZN,69,26294,9,362,0,0
95TOYO,3,18,2,19,0,0
